error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
play,VERB,do,play puzzle,do puzzle,6,114,puzzle,Indoor Games,10,4,375,0,12
loose,VERB,lose,loose money,lose money,6,181,money,Money,8,2,186,2,780
common,ADJ,normal,common day,normal day,6,31,day,Periods of Time and their Measurement,10,3,283,0,46
progress,VERB,improve,progress ability,improve ability,6,56,ability,Knowing and Learning,27,2,96,0,118
well,ADV,much,well improve,much improve,6,116,improve,Doing Things,7,2,744,0,13
pretty,ADV,very,pretty good,very good,6,13,good,Knowing and Learning,9,2,43,0,2062
watch,VERB,see,watch star,see star,6,522,star,"Drama, the Theatre, and Show Business",27,9,641,1,37
make,VERB,have,make opportunity,have opportunity,6,536,opportunity,"Possibility, Chance, and Necessity",23,6,4016,0,1219
whole,ADJ,entire,whole book,entire book,6,47,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",9,4,62,8,16
make,VERB,bring,make happiness,bring happiness,6,36,happiness,Happiness and Sadness,16,4,4016,0,13
make,VERB,form,make group,form group,5,17,group,Social Organization in Group and Places,11,4,4016,2,399
make,VERB,have,make dream,have dream,5,536,dream,Bodily States and Associated Activities,18,4,4016,1,171
choice,NOUN,choose,choice word,choose word,5,177,word,Communication and Information,8,4,198,1,43
maintain,VERB,support,maintain family,support family,5,7,family,People,6,2,48,6,29
lately,ADV,recently,lately buy,recently buy,5,165,buy,Commerce,29,8,169,5,26
request,NOUN,ask,request friend,ask friend,5,53,friend,Friendship and Enmity,7,3,75,0,55
need,VERB,require,need class,require class,5,106,class,"Resemblance, Difference, and Change",14,3,229,0,11
well,ADV,good,well score,good score,5,410,score,Music and Related Activities,11,5,744,1,14
much,ADV,very,much important,very important,5,164,important,"Possibility, Chance, and Necessity",9,5,1235,0,1171
specially,ADV,especially,specially like,especially like,5,190,like,Feeling and Behavior Generally,11,4,190,0,47
take,VERB,have,take tea,have tea,5,607,tea,Food Generally,137,12,2016,9,33
watch,VERB,see,watch place,see place,5,522,place,Places,17,4,641,0,49
also,ADV,too,also have,too have,5,63,have,Causing,28,5,109,0,606
as well,ADV,either,as well do,either do,5,100,do,misc-ap-0,16,10,124,0,78
also,ADV,either,also have,either have,5,26,have,Causing,10,3,109,0,120
explain,VERB,tell,explain mother,tell mother,5,17,mother,People,17,3,87,0,100
know,VERB,have,know knowledge,have knowledge,5,50,knowledge,Knowing and Learning,10,5,1380,0,590
whole,ADJ,entire,whole year,entire year,5,47,year,Periods of Time and their Measurement,21,4,62,0,153
remind,VERB,remember,remind word,remember word,5,97,word,Language,11,5,105,0,26
take,VERB,get,take cold,get cold,5,497,cold,Weather and Temperature,8,3,2016,0,66
make,VERB,write,make lyric,write lyric,5,96,lyric,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",59,13,4016,0,36
cheep,VERB,cheap,cheep price,cheap price,5,64,price,Commerce,11,4,64,0,91
well,ADV,good,well situation,good situation,5,410,situation,Places,27,7,744,2,16
make,VERB,do,make damage,do damage,5,1073,damage,"Cutting, Joining, Breaking, and Destroying",10,5,4016,0,672
change,VERB,alter,change way,alter way,5,37,way,Places,6,2,220,3,23
last,ADJ,final,last day,final day,5,6,day,Periods of Time and their Measurement,11,2,97,1,481
bring,VERB,have,bring effect,have effect,5,23,effect,Causing,6,2,699,7,3733
lean,VERB,learn,lean lesson,learn lesson,5,410,lesson,misc-ap-0,46,11,426,0,507
wrong,ADJ,incorrect,wrong information,incorrect information,5,8,information,Communication and Information,11,2,39,1,35
present,VERB,current,present time,current time,5,10,time,Time Generally,6,2,91,2,21
make,VERB,do,make puzzle,do puzzle,5,1073,puzzle,Indoor Games,16,7,4016,0,12
many,ADJ,numerous,many time,numerous time,5,150,time,Time Generally,7,3,516,0,86
mouth,NOUN,month,mouth last,month last,5,61,last,Time Generally,6,2,62,1,21
look,VERB,see,look movie,see movie,5,165,movie,Communication and Information,9,3,371,0,233
let,VERB,allow,let student,allow student,5,15,student,misc-ap-0,6,2,397,0,27
make,VERB,keep,make journal,keep journal,5,77,journal,Communication and Information,7,3,4016,5,21
common,ADJ,ordinary,common person,ordinary person,5,183,person,People,84,10,283,0,23
listen,VERB,hear,listen song,hear song,5,152,song,Music and Related Activities,6,2,170,0,50
reach,VERB,achieve,reach success,achieve success,5,193,success,Doing Things,9,4,271,0,126
look,VERB,see,look view,see view,5,165,view,Geography,11,6,371,2,18
enter,VERB,join,enter student,join student,5,162,student,misc-ap-0,11,5,727,0,41
little,ADJ,small,little number,small number,5,86,number,Music and Related Activities,8,3,323,0,682
make,VERB,prepare,make dinner,prepare dinner,5,20,dinner,Food Generally,14,4,4016,0,24
make,VERB,take,make holiday,take holiday,5,183,holiday,misc-ap-0,22,17,4016,0,50
enter,VERB,join,enter group,join group,5,162,group,Social Organization in Group and Places,24,7,727,0,266
hard,ADV,difficult,hard problem,difficult problem,5,48,problem,"Bodily Conditions Relating to Health, Sickness, and Disability",7,2,150,7,126
fine,ADJ,well,fine do,well do,5,40,do,misc-ap-0,7,3,80,0,13
make,VERB,have,make communication,have communication,5,536,communication,Communication and Information,11,7,4016,1,51
make,VERB,take,make image,take image,5,183,image,Arts and Crafts,20,2,4016,1,22
get,VERB,have,get pain,have pain,5,941,pain,"Bodily Conditions Relating to Health, Sickness, and Disability",75,11,3029,5,75
make,VERB,do,make good,do good,5,1073,good,Knowing and Learning,18,4,4016,1,16
loose,VERB,lose,loose game,lose game,5,181,game,misc-ap-0,17,9,186,0,385
watch,VERB,see,watch sight,see sight,5,522,sight,misc-ap-0,68,30,641,0,47
go,VERB,get,go people,get people,5,458,people,People,7,3,1193,0,687
need,VERB,involve,need cost,involve cost,5,16,cost,Commerce,6,2,229,0,102
bring,VERB,take,bring father,take father,5,506,father,People,55,15,699,3,12
so,ADV,too,so small,too small,5,134,small,"Size, Importance, and Availability",21,5,454,0,483
raise,VERB,rise,raise price,rise price,5,42,price,Commerce,13,6,93,2,147
go,VERB,get,go thing,get thing,5,458,thing,Objects Generally,6,2,1193,0,416
watch,VERB,see,watch animal,see animal,5,522,animal,Living Creatures Generally,12,5,641,1,42
make,VERB,have,make problem,have problem,4,536,problem,Mathematics,14,8,4016,0,4282
too,ADV,very,too late,very late,4,259,late,Time Generally,15,4,915,1,43
talk,VERB,tell,talk friend,tell friend,4,77,friend,Friendship and Enmity,5,2,446,0,248
too,ADV,very,too useful,very useful,4,259,useful,"Rightness, Fairness, Purpose, Use, & Strength",7,4,915,2,94
here,ADV,there,here have,there have,4,465,have,Causing,223,5,479,0,45
as well,ADV,either,as well have,either have,4,100,have,"Belonging and Owning, Getting and Giving",56,5,124,0,120
much,ADV,very,much interesting,very interesting,4,164,interesting,Linking and Not Linking,8,5,1235,4,198
have,VERB,enter,have competition,enter competition,4,3,competition,Sports and Games Generally,5,2,2936,0,27
make,VERB,write,make book,write book,4,96,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",59,13,4016,1,1245
most,ADV,almost,most always,almost always,4,10,always,misc-ap-0,10,6,118,3,372
moreover,ADV,also,moreover like,also like,4,17,like,Feeling and Behavior Generally,6,2,30,5,40
have,VERB,get,have ticket,get ticket,4,235,ticket,Travel and Visiting,7,4,2936,0,139
so,ADV,very,so big,very big,4,180,big,"Size, Importance, and Availability",21,5,454,2,290
pass,VERB,spend,pass holiday,spend holiday,4,62,holiday,misc-ap-0,7,4,295,0,54
take,VERB,attend,take festival,attend festival,4,19,festival,misc-ap-0,9,4,2016,4,56
hard,ADV,badly,hard hurt,badly hurt,4,8,hurt,"Bodily Conditions Relating to Health, Sickness, and Disability",5,2,150,0,49
hard,ADV,difficult,hard situation,difficult situation,4,48,situation,"Being, Becoming, and Happening",7,3,150,0,151
too,ADV,so,too good,so good,4,283,good,Good and Evil,14,7,915,2,436
big,ADJ,large,big window,large window,4,123,window,Parts of Houses,9,3,500,0,44
stay,VERB,spend,stay day,spend day,4,47,day,Periods of Time and their Measurement,26,6,300,4,550
give,VERB,provide,give room,provide room,4,94,room,Places,10,4,633,0,43
efficient,ADJ,productive,efficient worker,productive worker,4,3,worker,Industry and Work,8,2,8,5,17
efficient,ADJ,productive,efficient work,productive work,4,3,work,Industry and Work,8,2,8,0,11
strong,ADJ,severe,strong headache,severe headache,4,35,headache,Diseases and Ailments,9,3,158,0,21
get,VERB,develop,get ability,develop ability,4,12,ability,Knowing and Learning,5,2,3029,0,22
give,VERB,get,give credit,get credit,4,41,credit,"Banking, Wealth, and Investment",5,2,633,1,238
give,VERB,have,give inclination,have inclination,4,81,inclination,Feeling and Behavior Generally,8,4,633,0,17
prepare,VERB,pack,prepare bag,pack bag,4,25,bag,Containers,11,4,100,0,67
get,VERB,have,get birthday,have birthday,4,941,birthday,"Old, New, and Young",8,3,3029,3,34
practice,VERB,play,practice violin,play violin,4,122,violin,Music and Related Activities,45,10,271,0,46
thereby,ADV,therefore,thereby have,therefore have,4,27,have,"Belonging and Owning, Getting and Giving",14,5,27,0,22
get,VERB,have,get tooth,have tooth,4,941,tooth,Body Overall,17,9,3029,0,13
get,VERB,have,get examination,have examination,4,941,examination,"Showing, Hiding, Finding, Saving, and Similar Words",13,6,3029,8,11
make,VERB,have,make dinner,have dinner,4,536,dinner,Food Generally,11,3,4016,0,199
many,ADJ,numerous,many book,numerous book,4,150,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",13,5,516,2,19
stare,VERB,start,stare life,start life,4,104,life,Bodily States and Associated Activities,5,2,108,0,113
many,ADJ,various,many method,various method,4,4,method,Arts and Crafts,5,2,516,0,20
absolutely,ADV,completely,absolutely safe,completely safe,4,44,safe,"Banking, Wealth, and Investment",5,2,99,9,15
purse,NOUN,pursue,purse dream,pursue dream,4,15,dream,Bodily States and Associated Activities,5,2,16,0,40
do,VERB,have,do effect,have effect,4,316,effect,Causing,7,3,1814,0,3733
speak,VERB,pronounce,speak sentence,pronounce sentence,4,13,sentence,Language,7,2,265,3,32
good,ADJ,satisfactory,good condition,satisfactory condition,4,23,condition,"Being, Becoming, and Happening",5,2,1489,0,111
memory,NOUN,remember,memory word,remember word,4,22,word,"Communicating, mainly by Speaking and Talking",5,2,37,0,26
aware,ADJ,inform,aware people,inform people,4,5,people,People,6,2,9,0,45
well,ADV,good,well writing,good writing,4,410,writing,misc-ap-0,31,20,744,0,22
make,VERB,do,make paper,do paper,4,1073,paper,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",36,23,4016,1,13
make,VERB,enhance,make ability,enhance ability,4,16,ability,Knowing and Learning,5,2,4016,0,81
sill,ADV,skill,sill english,skill english,4,5,english,misc-ap-0,5,2,30,0,14
previous,ADJ,former,previous colleague,former colleague,4,9,colleague,Friendship and Enmity,5,2,22,0,285
get,VERB,achieve,get aim,achieve aim,4,88,aim,Making things,5,2,3029,0,37
eat,VERB,take,eat medicine,take medicine,4,14,medicine,misc-ap-0,8,3,158,0,88
meet,VERB,hear,meet word,hear word,4,18,word,"Communicating, mainly by Speaking and Talking",5,2,790,3,147
entry,NOUN,enter,entry competition,enter competition,4,82,competition,Sports and Games Generally,18,6,108,1,27
too,ADV,very,too many,very many,4,259,many,"Size, Importance, and Availability",17,7,915,2,32
well,ADV,good,well actor,good actor,4,410,actor,"Drama, the Theatre, and Show Business",9,4,744,0,33
make,VERB,create,make system,create system,4,161,system,"Resemblance, Difference, and Change",5,2,4016,1,196
increase,NOUN,enhance,increase skill,enhance skill,4,8,skill,Knowing and Learning,9,4,65,2,14
much,ADV,great,much importance,great importance,4,45,importance,"Possibility, Chance, and Necessity",5,2,1235,0,124
take,VERB,do,take lot,do lot,4,131,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",5,2,2016,1,970
offer,VERB,give,offer present,give present,4,12,present,"Belonging and Owning, Getting and Giving",5,2,79,0,23
much,ADV,many,much work,many work,4,805,work,Doing Things,10,4,1235,3,82
choice,NOUN,choose,choice topic,choose topic,4,177,topic,Language,12,4,198,1,18
lately,ADV,recently,lately open,recently open,4,165,open,"Putting and Taking, Pulling and Pushing",6,2,169,0,24
lately,ADV,recently,lately come,recently come,4,165,come,"Moving, Coming, and going",20,5,169,0,34
take,VERB,get,take lot,get lot,4,497,lot,Places,19,3,2016,1,796
watch,VERB,see,watch display,see display,4,522,display,"Showing, Hiding, Finding, Saving, and Similar Words",18,4,641,1,22
forth,ADV,fourth,forth period,fourth period,4,103,period,Language,7,2,105,0,138
lately,ADV,recently,lately go,recently go,4,165,go,misc-ap-0,14,10,169,0,19
various,ADJ,different,various experience,different experience,4,94,experience,Feeling and Behavior Generally,6,3,97,2,26
remind,VERB,remember,remind day,remember day,4,97,day,Periods of Time and their Measurement,5,2,105,1,75
last,ADJ,late,last version,late version,4,21,version,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",7,4,97,2,117
much,ADV,heavy,much rain,heavy rain,4,7,rain,Weather and Temperature,7,2,1235,1,919
much,ADV,large,much amount,large amount,4,5,amount,"Size, Importance, and Availability",5,2,1235,0,889
see,VERB,watch,see cartoon,watch cartoon,4,184,cartoon,Arts and Crafts,5,2,545,9,19
know,VERB,understand,know culture,understand culture,4,35,culture,Social Organization in Group and Places,7,2,1380,8,21
different,ADJ,various,different study,various study,4,37,study,Knowing and Learning,6,2,157,4,17
know,VERB,get,know idea,get idea,4,36,idea,"Thinking, Judging and Remembering-",5,2,1380,7,447
occur,VERB,cause,occur depression,cause depression,4,8,depression,Money,5,2,86,0,25
usual,ADJ,ordinary,usual people,ordinary people,4,45,people,People,5,2,121,3,207
lean,VERB,learn,lean word,learn word,4,410,word,Language,16,10,426,0,13
much,ADV,very,much boring,very boring,4,164,boring,"Relaxation, Excitement, Interest, and Surprise",22,8,1235,0,15
do,VERB,create,do art,create art,4,5,art,Arts and Crafts,5,2,1814,0,22
watch,VERB,see,watch film,see film,4,522,film,Communication and Information,97,14,641,2,170
few,ADJ,little,few information,little information,4,160,information,Communication and Information,5,2,219,0,19
nearly,ADV,almost,nearly immediately,almost immediately,4,3,immediately,misc-ap-0,5,2,6,0,317
look,VERB,see,look display,see display,4,165,display,"Showing, Hiding, Finding, Saving, and Similar Words",5,2,371,1,22
little,ADJ,small,little country,small country,4,86,country,Social Organization in Group and Places,11,3,323,3,140
look,VERB,see,look fish,see fish,4,165,fish,Living Creatures Generally,6,3,371,0,17
take,VERB,have,take seat,have seat,4,607,seat,Travel and Visiting,68,5,2016,2,341
say,VERB,tell,say thing,tell thing,4,361,thing,Objects Generally,5,2,838,0,93
find out,VERB,find,find out store,find store,4,20,store,Shopping and General Expenses,5,2,34,0,18
look,VERB,see,look lot,see lot,4,165,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",5,2,371,1,370
contain,VERB,have,contain part,have part,4,14,part,Objects Generally,6,2,102,1,19
say,VERB,speak,say language,speak language,4,81,language,misc-ap-0,5,2,838,0,252
very,ADV,really,very need,really need,4,2225,need,Feeling and Behavior Generally,210,11,2791,0,51
rise,VERB,raise,rise money,raise money,4,81,money,Money,6,3,120,0,20
contain,VERB,include,contain right,include right,4,55,right,Mathematics,13,5,102,0,165
rise,VERB,raise,rise level,raise level,4,81,level,"Resemblance, Difference, and Change",6,2,120,1,210
say,VERB,give,say answer,give answer,4,31,answer,"Communicating, mainly by Speaking and Talking",12,4,838,0,219
contain,VERB,include,contain power,include power,4,55,power,Mathematics,13,5,102,5,34
take,VERB,get,take certificate,get certificate,4,497,certificate,misc-ap-0,79,37,2016,0,26
watch,VERB,see,watch picture,see picture,4,522,picture,Communication and Information,97,14,641,8,183
yea,NOUN,year,yea last,year last,4,83,last,Beginning and Ending,5,2,84,0,121
first,ADV,initial,first report,initial report,4,27,report,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",5,2,147,8,219
