錯誤字,錯誤搭配,正確搭配,此錯誤-正確搭配總錯誤次數,此錯誤-正確總錯誤次數,此搭配詞,此搭配詞分類,此錯誤正確累積此分類錯誤總次數,此錯誤正確累積此搭配詞分類唯一次數,此錯誤總次次數
good,good order,correct order,1,1,order,Shopping and General Expenses,1,1,1559
good,good order,correct order,1,1,order,"Resemblance, Difference, and Change",1,1,1559
good,good order,correct order,1,1,order,Commerce,1,1,1559
good,good success,great success,1,8,success,Doing Things,2,2,1559
good,good pleasure,great pleasure,1,8,pleasure,Happiness and Sadness,1,1,1559
good,good help,great help,1,8,help,Doing Things,2,2,1559
good,good dream,great dream,1,8,dream,Bodily States and Associated Activities,1,1,1559
good,good love,great love,1,8,love,Linking and Not Linking,1,1,1559
good,good memory,great memory,1,8,memory,"Thinking, Judging and Remembering-",1,1,1559
good,good experience,great experience,4,8,experience,Feeling and Behavior Generally,4,1,1559
good,good innovation,great innovation,1,8,innovation,misc-ap-0,1,1,1559
good,good approach,positive approach,1,30,approach,"Moving, Coming, and going",1,1,1559
good,good response,positive response,1,30,response,"Communicating, mainly by Speaking and Talking",2,2,1559
good,good response,positive response,1,30,response,Doing Things,1,1,1559
good,good thing,positive thing,24,30,thing,Objects Generally,24,1,1559
good,good side,positive side,30,30,side,Food,30,1,1559
good,good side,positive side,30,30,side,Sports and Games Generally,30,1,1559
good,good mood,positive mood,1,30,mood,Feeling and Behavior Generally,1,1,1559
good,good mood,positive mood,1,30,mood,Grammar,33,2,1559
good,good effect,positive effect,1,30,effect,Causing,1,1,1559
good,good energy,positive energy,1,30,energy,Bodily States and Associated Activities,1,1,1559
good,good energy,positive energy,1,30,energy,Specific Substance and Materials,1,1,1559
good,good energy,positive energy,1,30,energy,"Rightness, Fairness, Purpose, Use, & Strength",1,1,1559
good,good way,positive way,2,30,way,Arts and Crafts,2,1,1559
good,good way,positive way,2,30,way,Places,2,1,1559
good,good aspect,positive aspect,32,30,aspect,Language,32,1,1559
good,good aspect,positive aspect,32,30,aspect,Grammar,33,2,1559
good,good atmosphere,positive atmosphere,3,30,atmosphere,Weather and Temperature,3,1,1559
good,good attribute,positive attribute,8,30,attribute,"Being, Becoming, and Happening",8,1,1559
good,good answer,positive answer,1,30,answer,"Communicating, mainly by Speaking and Talking",2,2,1559
good,good news,positive news,2,30,news,Communication and Information,2,1,1559
good,good reason,main reason,2,5,reason,"Thinking, Judging and Remembering-",2,1,1559
good,good reason,main reason,2,5,reason,Causing,2,1,1559
good,good goal,main goal,2,5,goal,Sports and Games Generally,2,1,1559
good,good goal,main goal,2,5,goal,"Rightness, Fairness, Purpose, Use, & Strength",3,2,1559
good,good purpose,main purpose,1,5,purpose,Making things,1,1,1559
good,good purpose,main purpose,1,5,purpose,"Rightness, Fairness, Purpose, Use, & Strength",3,2,1559
good,good important,most important,6,23,important,"Possibility, Chance, and Necessity",6,1,1559
good,good appropriate,most appropriate,1,23,appropriate,"Rightness, Fairness, Purpose, Use, & Strength",5,4,1559
good,good appropriate,most appropriate,1,23,appropriate,"Warfare, Defense, and the Army",1,1,1559
good,good beautiful,most beautiful,1,23,beautiful,Linking and Not Linking,2,2,1559
good,good comfortable,most comfortable,1,23,comfortable,"Relaxation, Excitement, Interest, and Surprise",1,1,1559
good,good comfortable,most comfortable,1,23,comfortable,"Banking, Wealth, and Investment",1,1,1559
good,good comfortable,most comfortable,1,23,comfortable,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,1559
good,good difficult,most difficult,3,23,difficult,Friendship and Enmity,3,1,1559
good,good difficult,most difficult,3,23,difficult,"General, Usual, Unusual, etc",3,1,1559
good,good suitable,most suitable,2,23,suitable,"Rightness, Fairness, Purpose, Use, & Strength",5,4,1559
good,good surprised,most surprised,1,23,surprised,misc-ap-0,1,1,1559
good,good power,most power,1,23,power,"Rightness, Fairness, Purpose, Use, & Strength",5,4,1559
good,good power,most power,1,23,power,Specific Substance and Materials,1,1,1559
good,good power,most power,1,23,power,Mathematics,1,1,1559
good,good popular,most popular,1,23,popular,Social Organization in Group and Places,1,1,1559
good,good popular,most popular,1,23,popular,Linking and Not Linking,2,2,1559
good,good fitting,most fitting,1,23,fitting,"Rightness, Fairness, Purpose, Use, & Strength",5,4,1559
good,good effective,most effective,1,23,effective,Causing,1,1,1559
good,good piece,favorite piece,1,24,piece,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,3,1559
good,good piece,favorite piece,1,24,piece,Objects Generally,1,1,1559
good,good piece,favorite piece,1,24,piece,Arts and Crafts,2,2,1559
good,good piece,favorite piece,1,24,piece,Indoor Games,1,1,1559
good,good movie,favorite movie,3,24,movie,Communication and Information,3,1,1559
good,good intro,favorite intro,1,24,intro,misc-ap-0,6,5,1559
good,good anime,favorite anime,1,24,anime,misc-ap-0,6,5,1559
good,good season,favorite season,2,24,season,The Preparation and Quality of Food,2,1,1559
good,good season,favorite season,2,24,season,"Old, New, and Young",2,1,1559
good,good season,favorite season,2,24,season,Periods of Time and their Measurement,2,1,1559
good,good team,favorite team,1,24,team,Sports and Games Generally,1,1,1559
good,good album,favorite album,2,24,album,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,3,1559
good,good comic,favorite comic,1,24,comic,Entertainment Generally,1,1,1559
good,good comic,favorite comic,1,24,comic,"Drama, the Theatre, and Show Business",4,4,1559
good,good comic,favorite comic,1,24,comic,Arts and Crafts,2,2,1559
good,good country,favorite country,2,24,country,Social Organization in Group and Places,2,1,1559
good,good one,favorite one,2,24,one,General Grammatical Words,2,1,1559
good,good one,favorite one,2,24,one,Numbers and Quantities,2,1,1559
good,good flavor,favorite flavor,1,24,flavor,misc-ap-0,6,5,1559
good,good scene,favorite scene,1,24,scene,"Drama, the Theatre, and Show Business",4,4,1559
good,good scene,favorite scene,1,24,scene,Geography,1,1,1559
good,good spot,favorite spot,1,24,spot,Parts of Animals,1,1,1559
good,good spot,favorite spot,1,24,spot,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,1559
good,good spot,favorite spot,1,24,spot,Places,1,1,1559
good,good spot,favorite spot,1,24,spot,"Being, Becoming, and Happening",2,2,1559
good,good game,favorite game,2,24,game,misc-ap-0,6,5,1559
good,good drama,favorite drama,1,24,drama,"Drama, the Theatre, and Show Business",4,4,1559
good,good song,favorite song,1,24,song,Music and Related Activities,1,1,1559
good,good software,favorite software,1,24,software,misc-ap-0,6,5,1559
good,good food,favorite food,1,24,food,Food Generally,1,1,1559
good,good character,favorite character,1,24,character,People,1,1,1559
good,good character,favorite character,1,24,character,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,3,1559
good,good character,favorite character,1,24,character,"Drama, the Theatre, and Show Business",4,4,1559
good,good character,favorite character,1,24,character,"Being, Becoming, and Happening",2,2,1559
good,good brush,thoroughly brush,1,1,brush,Parts of Animals,1,1,1559
good,good brush,thoroughly brush,1,1,brush,Tools,1,1,1559
good,good brush,thoroughly brush,1,1,brush,Arts and Crafts,1,1,1559
good,good recuperation,speedy recuperation,1,2,recuperation,misc-ap-0,1,1,1559
good,good recovery,speedy recovery,1,2,recovery,"Belonging and Owning, Getting and Giving",1,1,1559
good,good plot,bad plot,1,4,plot,Political Tension and Trouble,1,1,1559
good,good plot,bad plot,1,4,plot,"Honesty, Loyalty, Trickery, and Deceit",1,1,1559
good,good meaning,bad meaning,1,4,meaning,Communication and Information,1,1,1559
good,good temperature,high temperature,2,2,temperature,Weather and Temperature,2,1,1559
good,good score,high score,1,2,score,"Courting, Sex, and Marriage",1,1,1559
good,good score,high score,1,2,score,Numbers and Quantities,1,1,1559
good,good score,high score,1,2,score,Music and Related Activities,1,1,1559
good,good score,high score,1,2,score,Sports and Games Generally,1,1,1559
good,good environment,good environment,1,5,environment,Places,1,1,1559
good,good relish,good relish,1,5,relish,misc-ap-0,1,1,1559
good,good song,good song,1,5,song,Music and Related Activities,1,1,1559
good,good many,goody many,1,2,many,"Size, Importance, and Availability",1,1,1559
good,good delicious,goody delicious,1,2,delicious,The Preparation and Quality of Food,1,1,1559
good,good population,large population,1,1,population,Social Organization in Group and Places,1,1,1559
good,good movie,top movie,1,4,movie,Communication and Information,1,1,1559
good,good award,top award,1,4,award,"Belonging and Owning, Getting and Giving",1,1,1559
good,good award,top award,1,4,award,Sports and Games Generally,1,1,1559
good,good specialist,top specialist,1,4,specialist,The Armed Forces,1,1,1559
good,good grade,top grade,1,4,grade,"Resemblance, Difference, and Change",1,1,1559
good,good year,happy year,1,2,year,Periods of Time and their Measurement,1,1,1559
good,good speaker,poor speaker,1,1,speaker,"Recording Sound, Listening to the Radio, etc",1,1,1559
good,good problem,big problem,2,3,problem,"Bodily Conditions Relating to Health, Sickness, and Disability",2,1,1559
good,good problem,big problem,2,3,problem,Happiness and Sadness,2,1,1559
good,good problem,big problem,2,3,problem,Mathematics,2,1,1559
good,good problem,big problem,2,3,problem,"Rightness, Fairness, Purpose, Use, & Strength",2,1,1559
good,good cause,big cause,1,3,cause,"Thinking, Judging and Remembering-",1,1,1559
good,good cause,big cause,1,3,cause,Causing,1,1,1559
good,good research,much research,1,4,research,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,1559
good,good help,much help,1,4,help,Doing Things,1,1,1559
good,good love,much love,1,4,love,Linking and Not Linking,1,1,1559
good,good life,future life,1,1,life,Life and Living Things,1,1,1559
good,good life,future life,1,1,life,Bodily States and Associated Activities,1,1,1559
good,good life,future life,1,1,life,Prison and Punishment,1,1,1559
good,good air,fresh air,1,1,air,"Communicating, mainly by Speaking and Talking",1,1,1559
good,good air,fresh air,1,1,air,Weather and Temperature,1,1,1559
good,good weight,ideal weight,2,31,weight,Measurement,2,1,1559
good,good weight,ideal weight,2,31,weight,"Equipment, Machines, and Instruments",3,2,1559
good,good type,ideal type,1,31,type,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,1559
good,good type,ideal type,1,31,type,"Being, Becoming, and Happening",4,2,1559
good,good temperature,ideal temperature,1,31,temperature,Weather and Temperature,1,1,1559
good,good condition,ideal condition,3,31,condition,"Bodily Conditions Relating to Health, Sickness, and Disability",3,1,1559
good,good condition,ideal condition,3,31,condition,"Being, Becoming, and Happening",4,2,1559
good,good way,ideal way,66,31,way,Arts and Crafts,66,1,1559
good,good way,ideal way,66,31,way,Places,77,2,1559
good,good place,ideal place,11,31,place,"Putting and Taking, Pulling and Pushing",11,1,1559
good,good place,ideal place,11,31,place,Travel and Visiting,11,1,1559
good,good place,ideal place,11,31,place,Places,77,2,1559
good,good choice,ideal choice,4,31,choice,"Belonging and Owning, Getting and Giving",4,1,1559
good,good choice,ideal choice,4,31,choice,Good and Evil,4,1,1559
good,good option,ideal option,2,31,option,misc-ap-0,2,1,1559
good,good answer,ideal answer,1,31,answer,"Communicating, mainly by Speaking and Talking",1,1,1559
good,good balance,ideal balance,1,31,balance,Knowing and Learning,1,1,1559
good,good balance,ideal balance,1,31,balance,"Equipment, Machines, and Instruments",3,2,1559
good,good balance,ideal balance,1,31,balance,"Rightness, Fairness, Purpose, Use, & Strength",1,1,1559
good,good solution,ideal solution,4,31,solution,"Thinking, Judging and Remembering-",4,1,1559
good,good solution,ideal solution,4,31,solution,Science and Technology,4,1,1559
good,good time,ideal time,4,31,time,Music and Related Activities,4,1,1559
good,good time,ideal time,4,31,time,Time Generally,4,1,1559
good,good season,ideal season,1,31,season,The Preparation and Quality of Food,1,1,1559
good,good season,ideal season,1,31,season,"Old, New, and Young",1,1,1559
good,good season,ideal season,1,31,season,Periods of Time and their Measurement,1,1,1559
good,good important,very important,1,1,important,"Possibility, Chance, and Necessity",1,1,1559
good,good shape,perfect shape,1,1,shape,Making things,1,1,1559
good,good ability,strong ability,1,1,ability,Knowing and Learning,1,1,1559
good,good point,strong point,1,1,point,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,1559
good,good point,strong point,1,1,point,Tools,1,1,1559
good,good point,strong point,1,1,point,Electricity and Electrical Equipment,1,1,1559
good,good point,strong point,1,1,point,Mathematics,1,1,1559
good,good point,strong point,1,1,point,Places,1,1,1559
good,good point,strong point,1,1,point,Sports and Games Generally,1,1,1559
good,good point,strong point,1,1,point,The Universe,1,1,1559
good,good point,strong point,1,1,point,Geography,1,1,1559
good,good point,strong point,1,1,point,Time Generally,1,1,1559
good,good point,strong point,1,1,point,"Rightness, Fairness, Purpose, Use, & Strength",1,1,1559
good,good point,strong point,1,1,point,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,1559
good,good favorite,tool favorite,1,1,favorite,misc-ap-0,1,1,1559
good,good afraid,really afraid,1,1,afraid,Fear and Courage,1,1,1559
